year,threshold,lat,lon,prec,evap,in_degree,out_degree,clustering,ffl
2030,0.2367,-6.639901329037456,-64.54326923076923,1851.0608062159154,978.6792250047547,437.1256408964457,437.1256408964457,0.33914989277162505,1023.0877403846154
2030,1.1514,-6.639901329037456,-64.54326923076923,1851.0608062159154,978.6792250047547,437.1256408964457,437.1256408964457,0.17276342869664774,17.16907051282051
2030,3.112,-6.639901329037456,-64.54326923076923,1851.0608062159154,978.6792250047547,437.1256408964457,437.1256408964457,0.02634270995809833,1.1947115384615385
2031,0.2367,-6.639901329037456,-64.54326923076923,1841.2085728364482,974.8395643154769,435.60308884719717,435.60308884719717,0.33967466532460866,1021.6977163461538
2031,1.1514,-6.639901329037456,-64.54326923076923,1841.2085728364482,974.8395643154769,435.60308884719717,435.60308884719717,0.17216662227081708,17.064903846153847
2031,3.112,-6.639901329037456,-64.54326923076923,1841.2085728364482,974.8395643154769,435.60308884719717,435.60308884719717,0.026560102183364024,1.1862980769230769
2032,0.2367,-6.639901329037456,-64.54326923076923,1847.3664078606946,971.5126846686424,435.88519470002564,435.88519470002564,0.33942789177553095,1022.5254407051282
2032,1.1514,-6.639901329037456,-64.54326923076923,1847.3664078606946,971.5126846686424,435.88519470002564,435.88519470002564,0.17346209541989693,17.256610576923077
2032,3.112,-6.639901329037456,-64.54326923076923,1847.3664078606946,971.5126846686424,435.88519470002564,435.88519470002564,0.026533389907120113,1.1943108974358974
2033,0.2367,-6.639901329037456,-64.54326923076923,1827.5760575477389,968.5902464868094,431.40321341414176,431.40321341414176,0.3420919137208951,1004.2485977564103
2033,1.1514,-6.639901329037456,-64.54326923076923,1827.5760575477389,968.5902464868094,431.40321341414176,431.40321341414176,0.17189375955392847,17.126001602564102
2033,3.112,-6.639901329037456,-64.54326923076923,1827.5760575477389,968.5902464868094,431.40321341414176,431.40321341414176,0.02600555765968804,1.1939102564102564
2034,0.2367,-6.639901329037456,-64.54326923076923,1799.0864163173844,965.1513381320426,423.56483305978327,423.56483305978327,0.33896156592711935,971.8267227564103
2034,1.1514,-6.639901329037456,-64.54326923076923,1799.0864163173844,965.1513381320426,423.56483305978327,423.56483305978327,0.16879366494360573,16.192908653846153
2034,3.112,-6.639901329037456,-64.54326923076923,1799.0864163173844,965.1513381320426,423.56483305978327,423.56483305978327,0.02450737053804631,1.1306089743589742
2035,0.2367,-6.639901329037456,-64.54326923076923,1775.6130162376817,961.1200812320005,416.55313383650275,416.55313383650275,0.3350220155949446,956.9635416666666
2035,1.1514,-6.639901329037456,-64.54326923076923,1775.6130162376817,961.1200812320005,416.55313383650275,416.55313383650275,0.16528785253853126,15.904447115384615
2035,3.112,-6.639901329037456,-64.54326923076923,1775.6130162376817,961.1200812320005,416.55313383650275,416.55313383650275,0.024376986354867444,1.1149839743589742
2036,0.2367,-6.639901329037456,-64.54326923076923,1781.3744706794137,958.5460675378313,414.3094425080149,414.3094425080149,0.33611339505710924,940.0592948717949
2036,1.1514,-6.639901329037456,-64.54326923076923,1781.3744706794137,958.5460675378313,414.3094425080149,414.3094425080149,0.1659320977444487,15.853966346153847
2036,3.112,-6.639901329037456,-64.54326923076923,1781.3744706794137,958.5460675378313,414.3094425080149,414.3094425080149,0.023277135454825123,1.0861378205128205
2037,0.2367,-6.639901329037456,-64.54326923076923,1741.8641819519867,956.2311451237582,403.4798843103718,403.4798843103718,0.3361179897853606,883.159655448718
2037,1.1514,-6.639901329037456,-64.54326923076923,1741.8641819519867,956.2311451237582,403.4798843103718,403.4798843103718,0.15999229399332962,14.486177884615385
2037,3.112,-6.639901329037456,-64.54326923076923,1741.8641819519867,956.2311451237582,403.4798843103718,403.4798843103718,0.022788676221287028,0.9907852564102563
2038,0.2367,-6.639901329037456,-64.54326923076923,1730.9315387515865,952.7981606087329,401.2409532618522,401.2409532618522,0.3357148600394132,874.8866185897435
2038,1.1514,-6.639901329037456,-64.54326923076923,1730.9315387515865,952.7981606087329,401.2409532618522,401.2409532618522,0.15727909121942185,14.047676282051281
2038,3.112,-6.639901329037456,-64.54326923076923,1730.9315387515865,952.7981606087329,401.2409532618522,401.2409532618522,0.022009757438562153,0.952323717948718
2039,0.2367,-6.639901329037456,-64.54326923076923,1753.6067941321842,950.5350872157838,403.33684976827493,403.33684976827493,0.3325389020644334,882.6490384615385
2039,1.1514,-6.639901329037456,-64.54326923076923,1753.6067941321842,950.5350872157838,403.33684976827493,403.33684976827493,0.1597186808679232,14.342347756410257
2039,3.112,-6.639901329037456,-64.54326923076923,1753.6067941321842,950.5350872157838,403.33684976827493,403.33684976827493,0.02345732933673637,0.9879807692307693
2040,0.2367,-6.639901329037456,-64.54326923076923,1768.580813206951,947.6147011064149,406.39725181701874,406.39725181701874,0.3322830503723055,886.0348557692307
2040,1.1514,-6.639901329037456,-64.54326923076923,1768.580813206951,947.6147011064149,406.39725181701874,406.39725181701874,0.1614958711047955,14.704927884615385
2040,3.112,-6.639901329037456,-64.54326923076923,1768.580813206951,947.6147011064149,406.39725181701874,406.39725181701874,0.023755372953501705,1.0418669871794872
2041,0.2367,-6.639901329037456,-64.54326923076923,1776.1438085755944,944.5879882148467,405.06686224986674,405.06686224986674,0.32944317324811884,876.2329727564103
2041,1.1514,-6.639901329037456,-64.54326923076923,1776.1438085755944,944.5879882148467,405.06686224986674,405.06686224986674,0.1615408589777682,15.025240384615385
2041,3.112,-6.639901329037456,-64.54326923076923,1776.1438085755944,944.5879882148467,405.06686224986674,405.06686224986674,0.025915681463554472,1.0795272435897436
2042,0.2367,-6.639901329037456,-64.54326923076923,1767.0274339610512,942.9026964149641,402.9664305653326,402.9664305653326,0.33004224527071424,866.1614583333334
2042,1.1514,-6.639901329037456,-64.54326923076923,1767.0274339610512,942.9026964149641,402.9664305653326,402.9664305653326,0.1612876557419109,14.484375
2042,3.112,-6.639901329037456,-64.54326923076923,1767.0274339610512,942.9026964149641,402.9664305653326,402.9664305653326,0.024766908212009758,1.0262419871794872
2043,0.2367,-6.639901329037456,-64.54326923076923,1794.103982738302,941.4977208817965,405.75802280983106,405.75802280983106,0.33071593091260565,874.4933894230769
2043,1.1514,-6.639901329037456,-64.54326923076923,1794.103982738302,941.4977208817965,405.75802280983106,405.75802280983106,0.16228979114496217,14.73818108974359
2043,3.112,-6.639901329037456,-64.54326923076923,1794.103982738302,941.4977208817965,405.75802280983106,405.75802280983106,0.02595123056095905,1.0572916666666665
2044,0.2367,-6.639901329037456,-64.54326923076923,1833.5546525652871,942.121369774831,412.2373393759954,412.2373393759954,0.3313669587183454,895.3265224358973
2044,1.1514,-6.639901329037456,-64.54326923076923,1833.5546525652871,942.121369774831,412.2373393759954,412.2373393759954,0.16603585125995193,15.341346153846153
2044,3.112,-6.639901329037456,-64.54326923076923,1833.5546525652871,942.121369774831,412.2373393759954,412.2373393759954,0.025744935691438313,1.0883413461538463
2045,0.2367,-6.639901329037456,-64.54326923076923,1825.8368364687826,944.5295839330897,410.57698970203,410.57698970203,0.3333804835917797,887.3607772435897
2045,1.1514,-6.639901329037456,-64.54326923076923,1825.8368364687826,944.5295839330897,410.57698970203,410.57698970203,0.16430263176496457,14.763621794871796
2045,3.112,-6.639901329037456,-64.54326923076923,1825.8368364687826,944.5295839330897,410.57698970203,410.57698970203,0.024557302865139206,1.054286858974359
2046,0.2367,-6.639901329037456,-64.54326923076923,1808.3352753760878,942.5059401490848,405.286147964115,405.286147964115,0.330831430336775,874.1330128205128
2046,1.1514,-6.639901329037456,-64.54326923076923,1808.3352753760878,942.5059401490848,405.286147964115,405.286147964115,0.16480024659598952,14.434495192307692
2046,3.112,-6.639901329037456,-64.54326923076923,1808.3352753760878,942.5059401490848,405.286147964115,405.286147964115,0.0241074420966195,1.0090144230769231
2047,0.2367,-6.639901329037456,-64.54326923076923,1821.488931546703,940.3071378760214,409.1340874496243,409.1340874496243,0.3304323835375378,912.2319711538462
2047,1.1514,-6.639901329037456,-64.54326923076923,1821.488931546703,940.3071378760214,409.1340874496243,409.1340874496243,0.1665074132536725,15.252003205128204
2047,3.112,-6.639901329037456,-64.54326923076923,1821.488931546703,940.3071378760214,409.1340874496243,409.1340874496243,0.02494169964873088,1.0594951923076923
2048,0.2367,-6.639901329037456,-64.54326923076923,1811.3270512382671,938.5661105580028,403.91029390374064,403.91029390374064,0.3269077337707647,894.418469551282
2048,1.1514,-6.639901329037456,-64.54326923076923,1811.3270512382671,938.5661105580028,403.91029390374064,403.91029390374064,0.1659604730675944,15.380408653846153
2048,3.112,-6.639901329037456,-64.54326923076923,1811.3270512382671,938.5661105580028,403.91029390374064,403.91029390374064,0.02701203807282354,1.09375
2049,0.2367,-6.639901329037456,-64.54326923076923,1780.661533398269,934.3919701927979,395.4144289201189,395.4144289201189,0.3250424469470196,864.0703125
2049,1.1514,-6.639901329037456,-64.54326923076923,1780.661533398269,934.3919701927979,395.4144289201189,395.4144289201189,0.16285342700292055,14.782852564102566
2049,3.112,-6.639901329037456,-64.54326923076923,1780.661533398269,934.3919701927979,395.4144289201189,395.4144289201189,0.0254663313846009,1.0300480769230769
2050,0.2367,-6.639901329037456,-64.54326923076923,1764.8207751575367,931.3329625064556,391.4951626655351,391.4951626655351,0.3262017153720113,848.75
2050,1.1514,-6.639901329037456,-64.54326923076923,1764.8207751575367,931.3329625064556,391.4951626655351,391.4951626655351,0.16000187377754893,14.426682692307692
2050,3.112,-6.639901329037456,-64.54326923076923,1764.8207751575367,931.3329625064556,391.4951626655351,391.4951626655351,0.024179593106726346,1.0038060897435896
2051,0.2367,-6.639901329037456,-64.54326923076923,1748.7703938550792,931.7591879901552,389.2755722984258,389.2755722984258,0.3307225993808492,828.9088541666666
2051,1.1514,-6.639901329037456,-64.54326923076923,1748.7703938550792,931.7591879901552,389.2755722984258,389.2755722984258,0.15781946232922317,13.802884615384615
2051,3.112,-6.639901329037456,-64.54326923076923,1748.7703938550792,931.7591879901552,389.2755722984258,389.2755722984258,0.02372032817603314,0.9603365384615384
2052,0.2367,-6.639901329037456,-64.54326923076923,1741.2357595232763,861.9326736985939,388.4466177059416,388.4466177059416,0.3309659399756902,828.5326522435897
2052,1.1514,-6.639901329037456,-64.54326923076923,1741.2357595232763,861.9326736985939,388.4466177059416,388.4466177059416,0.1572912981906369,13.995592948717949
2052,3.112,-6.639901329037456,-64.54326923076923,1741.2357595232763,861.9326736985939,388.4466177059416,388.4466177059416,0.02449677900344786,0.9451121794871794
